customer_id,action_scifi_hours_per_week,romance_drama_hours_per_week
125,1.812540395283077,8.96751186346998
126,2.6175357864349413,7.7297660294118495
127,3.37758006454433,9.617187134846311
128,3.205278148939986,7.989028633030507
129,0.5337579012267344,9.93488233952176
130,2.9462492726310034,8.186095834770294
131,0.8947980103807485,10.014982408731916
132,3.212384860206619,8.980295269789412
133,1.2819796205211729,8.564623407863133
134,3.79831474347088,8.555862976737442
135,0.7170224329513399,7.59351417182304
136,1.9959833743170363,7.993090413329713
137,1.9283913060873936,9.417553509792153
138,0.0,8.829283406886479
139,0.9816569237134902,7.078359676163492
140,1.6520475029793937,9.54688619407347
141,1.6084615545453684,8.183314067472597
142,2.203250665620593,8.297133532408179
143,3.385181385823195,9.866136693114736
144,2.52440461376414,7.3484372069224175
145,2.8847174575081147,8.541346891714129
146,0.8368993064349681,9.305331790678899
147,1.8538868763498906,7.771122229591059
148,0.9077004028151121,8.83878466877211
149,0.7583583347384333,7.182422215213323
150,1.6542698405213663,8.279236641504612
151,1.478487152297071,8.221634423624371
152,2.1670065980796855,8.863127895258216
153,1.2475957892492728,8.42303797400572
154,1.4426993287937102,7.492630649371557
155,0.5127531556906568,8.658839692801697
156,2.1153411058766,7.793103445189002
157,0.5480870823279018,8.512455920079951
158,2.9215641200629827,9.253550748182104
159,2.1973274493880157,9.197323636184834
160,1.8482634573670635,8.050793815113659
161,1.1330292988104698,8.587878324296362
162,1.691436461067219,9.131844872378922
163,2.765057514090056,10.662956798251011
164,0.041814941483817814,8.932747286258323
165,1.8598579175601408,7.389619800993957
166,0.7931996163639903,6.476381680797662
167,3.9527915444428112,10.353147122019154
168,1.1555707258447703,10.61453993980062
169,1.292840122824877,8.790206141978421
170,1.7459779481810065,9.18839122564715
171,2.3560519727578053,10.181889976778917
172,0.0,9.050420832614998
173,2.082521014702801,11.185571382202948
174,0.8992021527106402,8.142947286369756
175,1.0452229539099294,9.628564543827503
176,2.9963820563970236,8.482320998312689
177,2.238616734377039,9.040633267318624
178,2.0711414328856876,7.968482854331388
179,2.146416835026694,7.8175092621773095
180,2.522929668469467,9.059311274523854
181,2.2639401301343387,2.028184727111828
182,2.839269496917402,2.26372569706924
183,0.22870272863537267,2.170004983984313
184,2.246355522910225,1.7793038436032722
185,0.7120955691289284,0.18307455298713116
186,1.8906157151209764,1.023221506506447
187,2.363044833035612,2.207036515209628
188,1.5645442635041356,2.0756158625704657
189,0.1391389244422685,1.1104422153532463
190,0.8610404039710678,1.1411724137500052
191,1.1603727332357454,1.1094602442411967
192,1.06952160032237,1.6288593770195485
193,1.4465214662633346,0.43898726901754803
194,1.532984682278522,0.5624667577927581
195,0.7323716699038538,1.7808590677168414
196,0.781518166810989,0.9213288931190761
197,2.4285553098562183,1.7563154144313775
198,2.5235273689731503,2.5876285471131313
199,0.08066137584049704,1.627848862855902
200,1.6592400654995594,1.0544284456370165
201,2.3421193472128676,1.4083346431192922
202,1.388783440489023,1.408976903066178
203,1.1187754850064544,2.104759931520152
204,2.388394489307961,1.4216836588748911
205,0.9363600090926844,0.08793959582568678
206,2.1220979748618105,1.0711880097082638
207,1.6051575506529296,1.6870052883216244
208,3.1847627437300483,1.8633656235839577
209,2.1046616572783865,2.113093589506062
210,1.3749487322400349,2.0574168553850285
